COLUMN_NAME,TABLE_NAME,DATA_TYPE,DESCRIPTION
VLOGP_ARTIKEL_BREITE,Wamas.P_VLOGP,float,
VLOGP_ARTIKEL_EAN,Wamas.P_VLOGP,nvarchar,
VLOGP_ARTIKEL_GEWICHT,Wamas.P_VLOGP,float,
VLOGP_ARTIKEL_GEWICHTSEINHEIT,Wamas.P_VLOGP,nvarchar,
VLOGP_ARTIKEL_GRUPPE,Wamas.P_VLOGP,nvarchar,
VLOGP_ARTIKEL_HERSTELLER,Wamas.P_VLOGP,nvarchar,
VLOGP_ARTIKEL_HERSTELLERARTNR,Wamas.P_VLOGP,nvarchar,
VLOGP_ARTIKEL_HOEHE,Wamas.P_VLOGP,float,
VLOGP_ARTIKEL_LAENGE,Wamas.P_VLOGP,float,
VLOGP_ARTIKEL_LAGERMNGEINHEIT,Wamas.P_VLOGP,nvarchar,
VLOGP_ARTIKEL_LIEFERANT,Wamas.P_VLOGP,nvarchar,
VLOGP_ARTIKEL_LIEFERZEIT,Wamas.P_VLOGP,nvarchar,
VLOGP_ARTIKEL_MEMO,Wamas.P_VLOGP,nvarchar,
VLOGP_ARTIKEL_NR_01,Wamas.P_VLOGP,nvarchar,
VLOGP_ARTIKEL_NR_02,Wamas.P_VLOGP,nvarchar,
VLOGP_ARTIKEL_POS,Wamas.P_VLOGP,float,
VLOGP_ARTIKEL_RABATTGRUPPE,Wamas.P_VLOGP,nvarchar,
VLOGP_ARTIKEL_SERIENNUMMER,Wamas.P_VLOGP,nvarchar,
VLOGP_ARTIKEL_URSPRUNGSLAND,Wamas.P_VLOGP,nvarchar,
VLOGP_ARTIKEL_VKMENGE,Wamas.P_VLOGP,float,
VLOGP_ARTIKEL_VKMENGENEINHEIT,Wamas.P_VLOGP,nvarchar,
VLOGP_ARTIKEL_VKPREIS_01,Wamas.P_VLOGP,float,
VLOGP_ARTIKEL_VKPREIS_02,Wamas.P_VLOGP,float,
VLOGP_ARTIKEL_VKPREIS_03,Wamas.P_VLOGP,float,
VLOGP_ARTIKEL_VKPREISEINHEIT,Wamas.P_VLOGP,nvarchar,
VLOGP_ARTIKEL_VKVPACKEINHEIT,Wamas.P_VLOGP,nvarchar,
VLOGP_ARTIKEL_WARENNR,Wamas.P_VLOGP,nvarchar,
VLOGP_ARTIKEL_WARENWERT,Wamas.P_VLOGP,float,
VLOGP_ARTIKEL_WIEDERBSCHAFZEIT,Wamas.P_VLOGP,nvarchar,
VLOGP_GG_DET_ANZAHL,Wamas.P_VLOGP,float,
VLOGP_GG_DET_BEFOERDERUNGSKAT,Wamas.P_VLOGP,nvarchar,
VLOGP_GG_DET_BEGRMENGE,Wamas.P_VLOGP,nvarchar,
VLOGP_GG_DET_BEZEICHNUNG,Wamas.P_VLOGP,nvarchar,
VLOGP_GG_DET_EIGENSCHAFTEN,Wamas.P_VLOGP,nvarchar,
VLOGP_GG_DET_EINHEIT,Wamas.P_VLOGP,nvarchar,
VLOGP_GG_DET_FAKTOR,Wamas.P_VLOGP,nvarchar,
VLOGP_GG_DET_GEWICHT,Wamas.P_VLOGP,float,
VLOGP_GG_DET_KCODE,Wamas.P_VLOGP,nvarchar,
VLOGP_GG_DET_KLASSE,Wamas.P_VLOGP,nvarchar,
VLOGP_GG_DET_LQ,Wamas.P_VLOGP,nvarchar,
VLOGP_GG_DET_MENGE,Wamas.P_VLOGP,float,
VLOGP_GG_DET_MERKBLATT,Wamas.P_VLOGP,nvarchar,
VLOGP_GG_DET_NAG,Wamas.P_VLOGP,nvarchar,
VLOGP_GG_DET_NEBENGEFAHR,Wamas.P_VLOGP,nvarchar,
VLOGP_GG_DET_NEBENGEFAHR_2,Wamas.P_VLOGP,nvarchar,
VLOGP_GG_DET_NEBENGEFAHR_3,Wamas.P_VLOGP,nvarchar,
VLOGP_GG_DET_NEMGEWICHT,Wamas.P_VLOGP,float,
VLOGP_GG_DET_POS,Wamas.P_VLOGP,float,
VLOGP_GG_DET_PUNKTE,Wamas.P_VLOGP,float,
VLOGP_GG_DET_RADIOAKTIV,Wamas.P_VLOGP,float,
VLOGP_GG_DET_RISIKOGRUPPE,Wamas.P_VLOGP,nvarchar,
VLOGP_GG_DET_SONDERVORSCHR,Wamas.P_VLOGP,nvarchar,
VLOGP_GG_DET_UNNR,Wamas.P_VLOGP,nvarchar,
VLOGP_GG_DET_VERPACKUNG,Wamas.P_VLOGP,nvarchar,
VLOGP_GG_DET_VERPACKUNG_TEXT,Wamas.P_VLOGP,nvarchar,
VLOGP_GG_DET_VERTRAEGLICHKEIT,Wamas.P_VLOGP,nvarchar,
VLOGP_GG_DET_VGRUPPE,Wamas.P_VLOGP,nvarchar,
VLOGP_GG_DET_VRPANW,Wamas.P_VLOGP,nvarchar,
VLOGP_GG_DET_VRPSCHLCODE,Wamas.P_VLOGP,nvarchar,
VLOGP_GG_DET_ZIFFER,Wamas.P_VLOGP,nvarchar,
VLOGP_GG_DET_ZUSATZKENNUNG,Wamas.P_VLOGP,nvarchar,
VLOGP_HIST_AEUSER,Wamas.P_VLOGP,nvarchar,
VLOGP_HIST_AEZEIT,Wamas.P_VLOGP,datetime,
VLOGP_HIST_ANUSER,Wamas.P_VLOGP,nvarchar,
VLOGP_HIST_ANZEIT,Wamas.P_VLOGP,datetime,
VLOGP_POSNR,Wamas.P_VLOGP,float,
VLOGP_REFERENZNR,Wamas.P_VLOGP,nvarchar,
VLOGP_REFERENZNR_05,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_AA_F31_A,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_AA_F31_B,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_AA_F32,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_AA_F33,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_AA_F34_A,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_AA_F34_B,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_AA_F35,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_AA_F37_A,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_AA_F37_B,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_AA_F38,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_AA_F40,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_AA_F41,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_AA_F44_BIS,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_AA_F44_NR1,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_AA_F44_NR2,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_AA_F44_VOM1,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_AA_F44_VOM2,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_AA_F44_X,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_AA_F46,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_ANZ,Wamas.P_VLOGP,float,
VLOGP_ZOLL_ART_EINHEIT,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_INHALT,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_INHALT_02,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_NETTOGEWICHT,Wamas.P_VLOGP,float,
VLOGP_ZOLL_ART_TARIFNO,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_URSPLAND,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_WARENART,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_WARENCODE,Wamas.P_VLOGP,nvarchar,
VLOGP_ZOLL_ART_WERT,Wamas.P_VLOGP,float,
VLOGP_ZOLL_POS,Wamas.P_VLOGP,float,
VPLP_AAK_AAID_AANR,Wamas.P_VPLP,nvarchar,Arbeitsauftragsnummer
VPLP_AAK_AAID_MAND,Wamas.P_VPLP,nvarchar,Mandant
VPLP_AKTUSER,Wamas.P_VPLP,nvarchar,Aktueller Benutzer
VPLP_ASCODE_ACODE,Wamas.P_VPLP,nvarchar,Abschlusscode
VPLP_AUSP_AUSID_AUSNR,Wamas.P_VPLP,nvarchar,Auftragsnummer
VPLP_AUSP_AUSID_HOSTAUSKZ,Wamas.P_VPLP,nvarchar,Host Ausgangskennzeichen
VPLP_AUSP_AUSID_MAND,Wamas.P_VPLP,nvarchar,Mandant
VPLP_AUSP_POSNR,Wamas.P_VPLP,float,Positionsnummer
VPLP_FACHK,Wamas.P_VPLP,nvarchar,Fachkennung
VPLP_FAUSP_FAUSID_FAUSNR,Wamas.P_VPLP,nvarchar,Fertigungsauftragsnummer
VPLP_FAUSP_FAUSID_HOSTFAUSKZ,Wamas.P_VPLP,nvarchar,Host Fertigungsauftragskennzeichen
VPLP_FAUSP_FAUSID_MAND,Wamas.P_VPLP,nvarchar,Mandant
VPLP_FAUSP_POSNR,Wamas.P_VPLP,float,PosNr
VPLP_FLAG_LEISTSTAT,Wamas.P_VPLP,nvarchar,Leistungsdaten-Statistik
VPLP_FLAG_MITNAHMEKZ,Wamas.P_VPLP,nvarchar,Mitnahmekennzeichen
VPLP_HIST_AEUSER,Wamas.P_VPLP,nvarchar,geändert von
VPLP_HIST_AEZEIT,Wamas.P_VPLP,datetime,Änderungszeit
VPLP_HIST_ANUSER,Wamas.P_VPLP,nvarchar,angelegt von
VPLP_HIST_ANZEIT,Wamas.P_VPLP,datetime,Anlegezeit
VPLP_IST_TOURPNR,Wamas.P_VPLP,float,Ist Tourpositionsnummer
VPLP_ISTMNGS_GEW,Wamas.P_VPLP,float,Gewicht [kg]
VPLP_ISTMNGS_GEWBASIS,Wamas.P_VPLP,float,Gewicht Basis [kg]
VPLP_ISTMNGS_MNG,Wamas.P_VPLP,float,Menge
VPLP_KOMPOS_FELDID,Wamas.P_VPLP,nvarchar,Lagerplatz
VPLP_KOMPOS_OFFS_L_X,Wamas.P_VPLP,float,X-Koordinate
VPLP_KOMPOS_OFFS_L_Y,Wamas.P_VPLP,float,Y-Koordinate
VPLP_KOMPOS_OFFS_L_Z,Wamas.P_VPLP,float,Z-Koordinate
VPLP_KOMPOS_RAS_R_X,Wamas.P_VPLP,float,X-Koordinate
VPLP_KOMPOS_RAS_R_Y,Wamas.P_VPLP,float,Y-Koordinate
VPLP_KOMPOS_RAS_R_Z,Wamas.P_VPLP,float,Z-Koordinate
VPLP_KOMRFNR,Wamas.P_VPLP,float,Reihenfolgenummer
VPLP_KOMZ_ARTKOMGRPID,Wamas.P_VPLP,nvarchar,Artikelkommissionierstrategie
VPLP_KOMZ_FELDKOMGRPID,Wamas.P_VPLP,nvarchar,Feldgruppe
VPLP_KOMZ_LVSMATQID,Wamas.P_VPLP,nvarchar,LVS Materialqualifikation-Id
VPLP_LBKOM_LAGIDKOM,Wamas.P_VPLP,nvarchar,Lagerbereich Kommissionierung
VPLP_MID_AID_ARTNR,Wamas.P_VPLP,nvarchar,Artikelnummer
VPLP_MID_AID_AUSPR,Wamas.P_VPLP,float,Ausprägung
VPLP_MID_AID_MAND,Wamas.P_VPLP,nvarchar,Mandant
VPLP_MID_AID_VAR,Wamas.P_VPLP,nvarchar,Variante
VPLP_MID_CHARGE,Wamas.P_VPLP,nvarchar,Charge
VPLP_MID_MATQ,Wamas.P_VPLP,nvarchar,Materialqualifikations-Id
VPLP_MID_MATZID,Wamas.P_VPLP,nvarchar,Materialzustands-ID
VPLP_MID_MHD,Wamas.P_VPLP,datetime,MHD
VPLP_MID_RESNR,Wamas.P_VPLP,nvarchar,Reservierungsnummer
VPLP_MID_SERIENNRGRP,Wamas.P_VPLP,nvarchar,Seriennummer
VPLP_MID_THMKZ,Wamas.P_VPLP,nvarchar,Transporthilfsmittel Kz
VPLP_MID_WENR,Wamas.P_VPLP,nvarchar,Wareneingangsnummer
VPLP_NACHVERPL,Wamas.P_VPLP,nvarchar,Nachverplanen
VPLP_PICKFERTZEIT,Wamas.P_VPLP,datetime,Fertigzeit
VPLP_PICKMODE,Wamas.P_VPLP,nvarchar,Kommissionierart
VPLP_PICKNACHZEIT,Wamas.P_VPLP,float,Nachlaufzeit
VPLP_PICKSTARTZEIT,Wamas.P_VPLP,datetime,Startzeit
VPLP_PICKTEMPZEIT,Wamas.P_VPLP,datetime,Temporärer Zeitstempel
VPLP_PICKUSER,Wamas.P_VPLP,nvarchar,Kommissionierer
VPLP_PICKVORZEIT,Wamas.P_VPLP,float,Vorlaufzeit
VPLP_QCODE,Wamas.P_VPLP,nvarchar,Quittierungscode
VPLP_QCODETYP,Wamas.P_VPLP,nvarchar,Quittierungscodetyp
VPLP_QUELLTEP_POSNR,Wamas.P_VPLP,float,Quell TE-Id
VPLP_QUELLTEP_TEID,Wamas.P_VPLP,nvarchar,Quell TE-Id
VPLP_SOLL_TOURPNR,Wamas.P_VPLP,float,Soll Tourpositionsnummer
VPLP_SOLLMNGS_GEW,Wamas.P_VPLP,float,Gewicht [kg]
VPLP_SOLLMNGS_GEWBASIS,Wamas.P_VPLP,float,Gewicht Basis [kg]
VPLP_SOLLMNGS_MNG,Wamas.P_VPLP,float,Menge
VPLP_STATUS,Wamas.P_VPLP,nvarchar,Status
VPLP_TPMID,Wamas.P_VPLP,nvarchar,Ist-Transportmittel
VPLP_URSOLLMNGS_GEW,Wamas.P_VPLP,float,Gewicht [kg]
VPLP_URSOLLMNGS_GEWBASIS,Wamas.P_VPLP,float,Gewicht Basis [kg]
VPLP_URSOLLMNGS_MNG,Wamas.P_VPLP,float,Menge
VPLP_VPLK_KSNR,Wamas.P_VPLP,float,Kommissionierauftragsnummer
VPLP_VPLNR,Wamas.P_VPLP,float,Verplanungsnummer
VPLP_WEVP_POSNR,Wamas.P_VPLP,float,PosNr
VPLP_WEVP_WEVID_HOSTWEVKZ,Wamas.P_VPLP,nvarchar,Host WE-Vorgangskennzeichen
VPLP_WEVP_WEVID_MAND,Wamas.P_VPLP,nvarchar,Mandant
VPLP_WEVP_WEVID_WEVNR,Wamas.P_VPLP,nvarchar,WE-Vorgangsnummer
VPLP_ZIELTEK_TEID,Wamas.P_VPLP,nvarchar,Ziel TE-Id
VPLP_ZIELTEP_POSNR,Wamas.P_VPLP,float,Ziel TE-Id
VPLP_ZIELTEP_TEID,Wamas.P_VPLP,nvarchar,Ziel TE-Id
WA_MATZID,Wamas.ART,nvarchar,Materialzustands-ID WA
WAGRP_WAGRPID,Wamas.ART,nvarchar,WA-Gruppe
WALVSSORT_LVSSORTIMENT,Wamas.ART,nvarchar,LVS-Sortiment
WAMODINFO,Wamas.FES,nvarchar,Modellierungsinfo
WAMODINFO2,Wamas.FES,nvarchar,Modellierungsinfo 2
WARTINT,Wamas.ART,float,Wartungsintervall [Tage]
WASERIENNRKZ,Wamas.ART,nvarchar,Seriennummernpflicht Warenausgang
WDP_BEHAVIOR,Wamas.FES,nvarchar,Behavior
WDP_CP,Wamas.FES,float,Component
WDP_ELEMENT,Wamas.FES,float,Element
WDP_POSITION,Wamas.FES,float,Position
WDP_POSNR,Wamas.FES,float,ElePosNr
WDP_TPMID,Wamas.FES,nvarchar,TpmId
WE_MATZID,Wamas.ART,nvarchar,Materialzustands-ID WE
WEAUSPRKZ,Wamas.ART,nvarchar,Ausprägung WE
WEAUSPRZEIT,Wamas.ART,datetime,Ausprägung WE Zeit
WEDOCKPOS_FELDID,Wamas.FES,nvarchar,
WEDOCKPOS_OFFS_L_X,Wamas.FES,float,
WEDOCKPOS_OFFS_L_Y,Wamas.FES,float,
WEDOCKPOS_OFFS_L_Z,Wamas.FES,float,
WEDOCKPOS_RAS_R_X,Wamas.FES,float,
WEDOCKPOS_RAS_R_Y,Wamas.FES,float,
WEDOCKPOS_RAS_R_Z,Wamas.FES,float,
WESERIENNRKZ,Wamas.ART,nvarchar,Seriennummernpflicht Wareneingang
WEVK_ACTIVATIONTIME,Wamas.P_WEVK,datetime,Aktivierungszeit
WEVK_ACTIVATIONUSER,Wamas.P_WEVK,nvarchar,Aktiviert von
WEVK_ANFERTZEIT,Wamas.P_WEVK,datetime,Annahme Fertigzeit
WEVK_ANLEGKZ,Wamas.P_WEVK,nvarchar,Anlegen Kz
WEVK_ANMZEIT,Wamas.P_WEVK,datetime,Anmeldezeit
WEVK_ANZPOS,Wamas.P_WEVK,float,Anzahl Positionen
WEVK_ANZSTDLE,Wamas.P_WEVK,float,Anzahl Ladeeinheiten
WEVK_ANZTE,Wamas.P_WEVK,float,Anzahl TEs
WEVK_ANZTEPRINT,Wamas.P_WEVK,float,Anzahl SSCC gedruckt
WEVK_ARTKTO_ARTKTONR,Wamas.P_WEVK,float,Artikelkontonummer
WEVK_BEARBKZ,Wamas.P_WEVK,nvarchar,Bearbeiten Kz
WEVK_CADDYAKTIV,Wamas.P_WEVK,nvarchar,Caddy aktiv
WEVK_DISPBER,Wamas.P_WEVK,nvarchar,Dispatch-Bereich
WEVK_EINFAHRTZEIT,Wamas.P_WEVK,datetime,Einfahrtszeit LKW
WEVK_EXTREF,Wamas.P_WEVK,nvarchar,Externe Referenz
WEVK_FERTZEIT,Wamas.P_WEVK,datetime,Fertigzeit
WEVK_GEPLENTLBEGINN,Wamas.P_WEVK,datetime,Geplanter Entladetermin
WEVK_GEPLENTLENDE,Wamas.P_WEVK,datetime,Geplantes Entladeende
WEVK_HIST_AEUSER,Wamas.P_WEVK,nvarchar,geändert von
WEVK_HIST_AEZEIT,Wamas.P_WEVK,datetime,Änderungszeit
WEVK_HIST_ANUSER,Wamas.P_WEVK,nvarchar,angelegt von
WEVK_HIST_ANZEIT,Wamas.P_WEVK,datetime,Anlegezeit
WEVK_INFO2HOST,Wamas.P_WEVK,nvarchar,Information für Host
WEVK_INFO2WAMAS,Wamas.P_WEVK,nvarchar,Information für Wamas
WEVK_LG_TOR,Wamas.P_WEVK,nvarchar,Leergut-Tor
WEVK_LGFLAECHE_FELDID,Wamas.P_WEVK,nvarchar,Lagerplatz
WEVK_LGFLAECHE_OFFS_L_X,Wamas.P_WEVK,float,X-Koordinate
WEVK_LGFLAECHE_OFFS_L_Y,Wamas.P_WEVK,float,Y-Koordinate
WEVK_LGFLAECHE_OFFS_L_Z,Wamas.P_WEVK,float,Z-Koordinate
WEVK_LGFLAECHE_RAS_R_X,Wamas.P_WEVK,float,X-Koordinate
WEVK_LGFLAECHE_RAS_R_Y,Wamas.P_WEVK,float,Y-Koordinate
WEVK_LGFLAECHE_RAS_R_Z,Wamas.P_WEVK,float,Z-Koordinate
WEVK_LIEFTERM,Wamas.P_WEVK,datetime,Liefertermin
WEVK_LKWFAHRER,Wamas.P_WEVK,nvarchar,LKW-Fahrer
WEVK_LKWKZ,Wamas.P_WEVK,nvarchar,LKW-Kennzeichen
WEVK_LKWT_LKWTYP,Wamas.P_WEVK,nvarchar,LKW-Typ
WEVK_LOKWEVTYP_ANZWEBELEG,Wamas.P_WEVK,float,Anzahl WE-Belege
WEVK_LOKWEVTYP_AUTOENDKZ,Wamas.P_WEVK,nvarchar,Automatischer Abschluss erlaubt
WEVK_LOKWEVTYP_AUTOETIDRK,Wamas.P_WEVK,nvarchar,Artikel-Etiketten bei Anmeldung drucken
WEVK_LOKWEVTYP_AUTOTEBILDEN,Wamas.P_WEVK,nvarchar,Autom. TE-Bilden pro BE
WEVK_LOKWEVTYP_AVTEMODUS,Wamas.P_WEVK,nvarchar,Avisierte TE-Modus
WEVK_LOKWEVTYP_LIEFSDATUMPFL,Wamas.P_WEVK,nvarchar,Lieferscheindatumpflicht
WEVK_LOKWEVTYP_LIEFSNRPFL,Wamas.P_WEVK,nvarchar,Lieferscheinnummerpflicht
WEVK_LOKWEVTYP_THMERFFUNK,Wamas.P_WEVK,nvarchar,THM-Erfassung (Funk)
WEVK_LOKWEVTYP_THMGUTSCHEINLAY,Wamas.P_WEVK,nvarchar,Layout THM-Gutschein
WEVK_LOKWEVTYP_THMTAUSCHKZ,Wamas.P_WEVK,nvarchar,THM-Tausch
WEVK_LOKWEVTYP_WEBELEGDRUCKKZ,Wamas.P_WEVK,nvarchar,WE-Beleg drucken
WEVK_LOKWEVTYP_WEBELEGLAY,Wamas.P_WEVK,nvarchar,Layout WE-Beleg
WEVK_LOKWEVTYP_WEVSLAY,Wamas.P_WEVK,nvarchar,Layout WE-Vorgangsschein
WEVK_PIEPERNR,Wamas.P_WEVK,nvarchar,Piepernummer
WEVK_PRST_PRFREGID,Wamas.P_WEVK,nvarchar,Prüfregel-Id
WEVK_RET_TOR,Wamas.P_WEVK,nvarchar,Retoure-Tor
WEVK_RETFLAECHE_FELDID,Wamas.P_WEVK,nvarchar,Lagerplatz
WEVK_RETFLAECHE_OFFS_L_X,Wamas.P_WEVK,float,X-Koordinate
WEVK_RETFLAECHE_OFFS_L_Y,Wamas.P_WEVK,float,Y-Koordinate
WEVK_RETFLAECHE_OFFS_L_Z,Wamas.P_WEVK,float,Z-Koordinate
WEVK_RETFLAECHE_RAS_R_X,Wamas.P_WEVK,float,X-Koordinate
WEVK_RETFLAECHE_RAS_R_Y,Wamas.P_WEVK,float,Y-Koordinate
WEVK_RETFLAECHE_RAS_R_Z,Wamas.P_WEVK,float,Z-Koordinate
WEVK_SPEDADRS_ADR,Wamas.P_WEVK,nvarchar,Adresse
WEVK_SPEDADRS_ADR2,Wamas.P_WEVK,nvarchar,Adresse 2
WEVK_SPEDADRS_ANREDE,Wamas.P_WEVK,nvarchar,Anrede
WEVK_SPEDADRS_EMAIL,Wamas.P_WEVK,nvarchar,e-mail
WEVK_SPEDADRS_FAX,Wamas.P_WEVK,nvarchar,Faxnummer
WEVK_SPEDADRS_ILN,Wamas.P_WEVK,nvarchar,ILN/GLN
WEVK_SPEDADRS_LAND,Wamas.P_WEVK,nvarchar,Land
WEVK_SPEDADRS_NAME,Wamas.P_WEVK,nvarchar,Name
WEVK_SPEDADRS_NAME2,Wamas.P_WEVK,nvarchar,Name 2
WEVK_SPEDADRS_NAME3,Wamas.P_WEVK,nvarchar,Name 3
WEVK_SPEDADRS_NAME4,Wamas.P_WEVK,nvarchar,Name 4
WEVK_SPEDADRS_ORT,Wamas.P_WEVK,nvarchar,Ort
WEVK_SPEDADRS_ORTTEIL,Wamas.P_WEVK,nvarchar,Ortsteil
WEVK_SPEDADRS_PLZ,Wamas.P_WEVK,nvarchar,Postleitzahl
WEVK_SPEDADRS_TEL,Wamas.P_WEVK,nvarchar,Telefon
WEVK_SPEDADRS_WWW,Wamas.P_WEVK,nvarchar,Homepage
WEVK_SPEDMAND,Wamas.P_WEVK,nvarchar,Spediteurmandant
WEVK_SPEDNR,Wamas.P_WEVK,nvarchar,Spediteurnummer
WEVK_STAMM_WEVID_HOSTWEVKZ,Wamas.P_WEVK,nvarchar,Host WE-Vorgangskennzeichen
WEVK_STAMM_WEVID_MAND,Wamas.P_WEVK,nvarchar,Mandant
WEVK_STAMM_WEVID_WEVNR,Wamas.P_WEVK,nvarchar,WE-Vorgangsnummer
WEVK_STARTZEIT,Wamas.P_WEVK,datetime,Startzeit
WEVK_STATUS,Wamas.P_WEVK,nvarchar,Status
WEVK_THMFLAECHE_FELDID,Wamas.P_WEVK,nvarchar,Lagerplatz
WEVK_THMFLAECHE_OFFS_L_X,Wamas.P_WEVK,float,X-Koordinate
WEVK_THMFLAECHE_OFFS_L_Y,Wamas.P_WEVK,float,Y-Koordinate
WEVK_THMFLAECHE_OFFS_L_Z,Wamas.P_WEVK,float,Z-Koordinate
WEVK_THMFLAECHE_RAS_R_X,Wamas.P_WEVK,float,X-Koordinate
WEVK_THMFLAECHE_RAS_R_Y,Wamas.P_WEVK,float,Y-Koordinate
WEVK_THMFLAECHE_RAS_R_Z,Wamas.P_WEVK,float,Z-Koordinate
WEVK_THMGETAUSCHT,Wamas.P_WEVK,nvarchar,THM getauscht
WEVK_THMGUTSCHEINNR,Wamas.P_WEVK,nvarchar,THM-Gutscheinnr.
WEVK_TORFREIKZ,Wamas.P_WEVK,nvarchar,Tor freigegeben
WEVK_TORZUORDZEIT,Wamas.P_WEVK,datetime,Torzuordnungszeit
WEVK_WE_TOR,Wamas.P_WEVK,nvarchar,WE-Tor
WEVK_WEBELEGPRINTKZ,Wamas.P_WEVK,nvarchar,WE-Beleg gedruckt
WEVK_WEFLAECHE_FELDID,Wamas.P_WEVK,nvarchar,Lagerplatz
WEVK_WEFLAECHE_OFFS_L_X,Wamas.P_WEVK,float,X-Koordinate
WEVK_WEFLAECHE_OFFS_L_Y,Wamas.P_WEVK,float,Y-Koordinate
WEVK_WEFLAECHE_OFFS_L_Z,Wamas.P_WEVK,float,Z-Koordinate
WEVK_WEFLAECHE_RAS_R_X,Wamas.P_WEVK,float,X-Koordinate
WEVK_WEFLAECHE_RAS_R_Y,Wamas.P_WEVK,float,Y-Koordinate
WEVK_WEFLAECHE_RAS_R_Z,Wamas.P_WEVK,float,Z-Koordinate
WEVK_WEVID_HOSTWEVKZ,Wamas.P_WEVK,nvarchar,Host WE-Vorgangskennzeichen
WEVK_WEVID_MAND,Wamas.P_WEVK,nvarchar,Mandant
WEVK_WEVID_WEVNR,Wamas.P_WEVK,nvarchar,WE-Vorgangsnummer
WEVK_WEVSPRINTKZ,Wamas.P_WEVK,nvarchar,Vorgangsschein gedruckt
WEVK_WEVTYP_TYP,Wamas.P_WEVK,nvarchar,WE-Vorgangstyp
WHRCODE,Wamas.ART,nvarchar,Währungscode
WHSERIENNRKZ,Wamas.ART,nvarchar,Seriennummernpflicht Lager
ZEIT,Wamas.P_VLOGK,datetime,Zeit
ZZSUCHEERLAUBTKZ,Wamas.FES,nvarchar,Zwischen-Ziel Suche erlaubt
